contrast,first,second,domain,metric,estimate_difference,ci_low,ci_high,unit,percentage_point_difference,percentage_point_ci_low,percentage_point_ci_high,n_environments,ci_method
model_guard - reactive_guard,model_guard,reactive_guard,id,peak_N,-0.5130929417080345,-0.6608428670300374,-0.362166854672962,native_metric_difference,,,,30,paired_environment_percentile_bootstrap_95pct
model_guard - reactive_guard,model_guard,reactive_guard,id,max_height_m,0.00425078885422811,0.003925005926026241,0.004553667004737589,native_metric_difference,,,,30,paired_environment_percentile_bootstrap_95pct
model_guard - reactive_guard,model_guard,reactive_guard,id,setup_peak_N,0.0,0.0,0.0,native_metric_difference,,,,30,paired_environment_percentile_bootstrap_95pct
model_guard - reactive_guard,model_guard,reactive_guard,id,strict_longest,1.4777777777777814,1.3108333333333324,1.6555555555555515,native_metric_difference,,,,30,paired_environment_percentile_bootstrap_95pct
model_guard - reactive_guard,model_guard,reactive_guard,geometry_ood,strict_lift,0.0,0.0,0.0,proportion_difference,0.0,0.0,0.0,30,paired_environment_percentile_bootstrap_95pct
model_guard - reactive_guard,model_guard,reactive_guard,geometry_ood,joint_success,0.16666666666666663,0.03333333333333338,0.30000000000000004,proportion_difference,16.666666666666664,3.3333333333333384,30.000000000000004,30,paired_environment_percentile_bootstrap_95pct
model_guard - reactive_guard,model_guard,reactive_guard,geometry_ood,force_violation,-0.16666666666666669,-0.3,-0.033333333333333326,proportion_difference,-16.666666666666668,-30.0,-3.3333333333333326,30,paired_environment_percentile_bootstrap_95pct
model_guard - reactive_guard,model_guard,reactive_guard,geometry_ood,peak_N,-0.512405093510945,-0.6470827321211495,-0.37240461826324495,native_metric_difference,,,,30,paired_environment_percentile_bootstrap_95pct
model_guard - reactive_guard,model_guard,reactive_guard,geometry_ood,max_height_m,0.004317040079169804,0.0040713313263323735,0.004549351359407106,native_metric_difference,,,,30,paired_environment_percentile_bootstrap_95pct
model_guard - reactive_guard,model_guard,reactive_guard,geometry_ood,setup_peak_N,0.0,0.0,0.0,native_metric_difference,,,,30,paired_environment_percentile_bootstrap_95pct
model_guard - reactive_guard,model_guard,reactive_guard,geometry_ood,strict_longest,1.5888888888888886,1.4222222222222207,1.7444444444444471,native_metric_difference,,,,30,paired_environment_percentile_bootstrap_95pct
model_guard - reactive_guard,model_guard,reactive_guard,physics_ood,strict_lift,-0.288888888888889,-0.4555555555555555,-0.14444444444444438,proportion_difference,-28.888888888888896,-45.55555555555555,-14.444444444444438,30,paired_environment_percentile_bootstrap_95pct
model_guard - reactive_guard,model_guard,reactive_guard,physics_ood,joint_success,-0.0444444444444444,-0.18888888888888883,0.0888888888888889,proportion_difference,-4.444444444444439,-18.888888888888882,8.888888888888891,30,paired_environment_percentile_bootstrap_95pct
model_guard - reactive_guard,model_guard,reactive_guard,physics_ood,force_violation,-0.011111111111111127,-0.16666666666666669,0.1444444444444445,proportion_difference,-1.1111111111111127,-16.666666666666668,14.444444444444448,30,paired_environment_percentile_bootstrap_95pct
model_guard - reactive_guard,model_guard,reactive_guard,physics_ood,peak_N,0.54875979423523,-0.22428774542278657,1.4320686413182147,native_metric_difference,,,,30,paired_environment_percentile_bootstrap_95pct
