seed,alpha,split,method,assumed_mu,assumed_normal_ceiling_N,certification_coverage,true_constraint_valid_fraction,false_certificate_per_frame,violation_given_certification,valid_certificates_per_frame,trajectory_any_false_certificate,certified_frames,frames
17,0.05,test_id,trajectory_constraint,0.8,3.0,0.1041874930578696,0.8021770520937466,0.0,0.0,0.1041874930578696,0.0,938,9003
17,0.05,test_batch6,trajectory_constraint,0.3,0.5,0.0,0.5665258711721225,0.0,,0.0,0.0,0,11364
17,0.05,test_batch6,trajectory_constraint,0.3,1.0,0.0,0.744368180218233,0.0,,0.0,0.0,0,11364
17,0.05,test_batch6,trajectory_constraint,0.3,2.0,0.0,0.744368180218233,0.0,,0.0,0.0,0,11364
17,0.05,test_batch6,trajectory_constraint,0.3,3.0,0.0,0.744368180218233,0.0,,0.0,0.0,0,11364
17,0.05,test_batch6,trajectory_constraint,0.5,0.5,0.0,0.5732136571629708,0.0,,0.0,0.0,0,11364
17,0.05,test_batch6,trajectory_constraint,0.5,1.0,0.0,0.7580077437521999,0.0,,0.0,0.0,0,11364
17,0.05,test_batch6,trajectory_constraint,0.5,2.0,8.799718409010911e-05,0.7580077437521999,0.0,0.0,8.799718409010911e-05,0.0,1,11364
17,0.05,test_batch6,trajectory_constraint,0.5,3.0,8.799718409010911e-05,0.7580077437521999,0.0,0.0,8.799718409010911e-05,0.0,1,11364
17,0.05,test_batch6,trajectory_constraint,0.8,0.5,0.0,0.5875571981696586,0.0,,0.0,0.0,0,11364
17,0.05,test_batch6,trajectory_constraint,0.8,1.0,0.013903555086237241,0.7864308342133052,0.0,0.0,0.013903555086237241,0.0,158,11364
17,0.05,test_batch6,trajectory_constraint,0.8,2.0,0.10735656458993312,0.7864308342133052,0.0,0.0,0.10735656458993312,0.0,1220,11364
17,0.05,test_batch6,trajectory_constraint,0.8,3.0,0.10735656458993312,0.7864308342133052,0.0,0.0,0.10735656458993312,0.0,1220,11364
17,0.05,test_flat,trajectory_constraint,0.3,0.5,0.0,0.33001149865848983,0.0,,0.0,0.0,0,13045
17,0.05,test_flat,trajectory_constraint,0.3,1.0,0.0,0.5921809122269068,0.0,,0.0,0.0,0,13045
17,0.05,test_flat,trajectory_constraint,0.3,2.0,0.0,0.5921809122269068,0.0,,0.0,0.0,0,13045
17,0.05,test_flat,trajectory_constraint,0.3,3.0,0.0,0.5921809122269068,0.0,,0.0,0.0,0,13045
17,0.05,test_flat,trajectory_constraint,0.5,0.5,0.0,0.34495975469528556,0.0,,0.0,0.0,0,13045
17,0.05,test_flat,trajectory_constraint,0.5,1.0,0.0,0.6211575316213108,0.0,,0.0,0.0,0,13045
17,0.05,test_flat,trajectory_constraint,0.5,2.0,0.0,0.6211575316213108,0.0,,0.0,0.0,0,13045
17,0.05,test_flat,trajectory_constraint,0.5,3.0,0.0,0.6211575316213108,0.0,,0.0,0.0,0,13045
17,0.05,test_flat,trajectory_constraint,0.8,0.5,0.0,0.40505940973553084,0.0,,0.0,0.0,0,13045
17,0.05,test_flat,trajectory_constraint,0.8,1.0,0.0,0.7471828286699885,0.0,,0.0,0.0,0,13045
17,0.05,test_flat,trajectory_constraint,0.8,2.0,0.0033729398236872366,0.7488692985818322,0.0,0.0,0.0033729398236872366,0.0,44,13045
17,0.05,test_flat,trajectory_constraint,0.8,3.0,0.0033729398236872366,0.7488692985818322,0.0,0.0,0.0033729398236872366,0.0,44,13045
17,0.05,test_sharp,trajectory_constraint,0.3,0.5,0.0,0.5160704036732351,0.0,,0.0,0.0,0,20908
17,0.05,test_sharp,trajectory_constraint,0.3,1.0,0.0,0.7304381098144251,0.0,,0.0,0.0,0,20908
17,0.05,test_sharp,trajectory_constraint,0.3,2.0,0.0,0.7304381098144251,0.0,,0.0,0.0,0,20908
17,0.05,test_sharp,trajectory_constraint,0.3,3.0,0.0,0.7304381098144251,0.0,,0.0,0.0,0,20908
17,0.05,test_sharp,trajectory_constraint,0.5,0.5,0.0,0.5237229768509661,0.0,,0.0,0.0,0,20908
17,0.05,test_sharp,trajectory_constraint,0.5,1.0,0.0,0.746030227664052,0.0,,0.0,0.0,0,20908
17,0.05,test_sharp,trajectory_constraint,0.5,2.0,0.0,0.746030227664052,0.0,,0.0,0.0,0,20908
17,0.05,test_sharp,trajectory_constraint,0.5,3.0,0.0,0.746030227664052,0.0,,0.0,0.0,0,20908
17,0.05,test_sharp,trajectory_constraint,0.8,0.5,0.0,0.5440501243543141,0.0,,0.0,0.0,0,20908
17,0.05,test_sharp,trajectory_constraint,0.8,1.0,0.000526114405969007,0.7801320068873159,0.0,0.0,0.000526114405969007,0.0,11,20908
17,0.05,test_sharp,trajectory_constraint,0.8,2.0,0.01506600344365793,0.7801798354696767,0.0009565716472163765,0.06349206349206349,0.014109431796441554,0.02631578947368421,315,20908
17,0.05,test_sharp,trajectory_constraint,0.8,3.0,0.01506600344365793,0.7801798354696767,0.0009565716472163765,0.06349206349206349,0.014109431796441554,0.02631578947368421,315,20908
29,0.2,test_id,point,0.3,0.5,0.5206042430301011,0.5585915805842497,0.02710207708541597,0.05205888628120333,0.4935021659446851,0.5,4687,9003
29,0.2,test_id,point,0.3,1.0,0.6978784849494613,0.7534155281572809,0.02310340997445296,0.03310520452013369,0.6747750749750083,0.49137931034482757,6283,9003
29,0.2,test_id,point,0.3,2.0,0.6978784849494613,0.7534155281572809,0.02310340997445296,0.03310520452013369,0.6747750749750083,0.49137931034482757,6283,9003
29,0.2,test_id,point,0.3,3.0,0.6978784849494613,0.7534155281572809,0.02310340997445296,0.03310520452013369,0.6747750749750083,0.49137931034482757,6283,9003
29,0.2,test_id,point,0.5,0.5,0.5898033988670444,0.5653670998556037,0.04465178273908697,0.07570621468926554,0.5451516161279574,0.5689655172413793,5310,9003
29,0.2,test_id,point,0.5,1.0,0.8016216816616684,0.7679662334777296,0.041541708319449075,0.05182208673964251,0.7600799733422192,0.5948275862068966,7217,9003
29,0.2,test_id,point,0.5,2.0,0.8016216816616684,0.7679662334777296,0.041541708319449075,0.05182208673964251,0.7600799733422192,0.5948275862068966,7217,9003
