method,baseline,domain,metric,run_minus_baseline,ci_low,ci_high,paired_environments,fixed_policies,baseline_fixed_policies,ci_method
visuotactile_margin_height_rl,visuotactile_margin_native_rl,id,sustained_10cm_lift_within_force_budget,-0.06666666666666667,-0.16666666666666666,0.0,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_margin_height_rl,script,id,sustained_10cm_lift_success,-0.8,-0.9,-0.7000000000000001,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_margin_height_rl,force_feedback,id,sustained_10cm_lift_success,-0.8,-0.9,-0.7000000000000001,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_margin_height_rl,visuotactile_bc,id,sustained_10cm_lift_success,-0.06666666666666668,-0.3,0.1,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_margin_height_rl,visuotactile_height_rl,id,sustained_10cm_lift_success,-0.7333333333333334,-0.8666666666666668,-0.5666666666666667,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_margin_height_rl,visuotactile_margin_native_rl,id,sustained_10cm_lift_success,-0.03333333333333333,-0.1,0.0,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_margin_height_rl,script,id,force_budget_exceeded,-0.7333333333333334,-0.9333333333333333,-0.4666666666666667,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_margin_height_rl,force_feedback,id,force_budget_exceeded,-0.23333333333333334,-0.4666666666666667,-0.06666666666666668,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_margin_height_rl,visuotactile_bc,id,force_budget_exceeded,-0.2666666666666667,-0.5,-0.06666666666666667,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_margin_height_rl,visuotactile_height_rl,id,force_budget_exceeded,-0.5333333333333334,-0.7666666666666667,-0.2666666666666667,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_margin_height_rl,visuotactile_margin_native_rl,id,force_budget_exceeded,0.0,-0.06749999999999996,0.1,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_margin_height_rl,script,id,intervention_force_budget_exceeded,-0.8,-1.0,-0.5,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_margin_height_rl,force_feedback,id,intervention_force_budget_exceeded,0.0,0.0,0.0,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_margin_height_rl,visuotactile_bc,id,intervention_force_budget_exceeded,-0.3333333333333333,-0.6,-0.1,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_margin_height_rl,visuotactile_height_rl,id,intervention_force_budget_exceeded,-0.6,-0.8666666666666666,-0.3333333333333333,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_margin_height_rl,visuotactile_margin_native_rl,id,intervention_force_budget_exceeded,-0.03333333333333333,-0.1,0.0,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_margin_height_rl,script,id,full_episode_peak_normal_N,-8.510690001646678,-11.431921839515367,-5.792639609078567,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_margin_height_rl,force_feedback,id,full_episode_peak_normal_N,-4.411229161421458,-5.607484766642252,-3.1077021328608208,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_margin_height_rl,visuotactile_bc,id,full_episode_peak_normal_N,-6.008066606521607,-9.809159501294296,-2.5182406251629206,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_margin_height_rl,visuotactile_height_rl,id,full_episode_peak_normal_N,-6.140782789389292,-7.59386414339145,-4.2446210386355725,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_margin_height_rl,visuotactile_margin_native_rl,id,full_episode_peak_normal_N,0.2143919090429942,-0.28717315077781674,0.7477096896866956,10,3,3,stratified paired environment bootstrap of fixed-policy averages
visuotactile_margin_height_rl,script,id,native_shaped_return,-42.097674221445246,-48.40987369678097,-36.08827299896638,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_margin_height_rl,force_feedback,id,native_shaped_return,-41.49370785351604,-47.39161805959304,-35.37362665366481,10,3,1,stratified paired environment bootstrap of fixed-policy averages
visuotactile_margin_height_rl,visuotactile_bc,id,native_shaped_return,-17.9533596512714,-30.348005274071905,-2.6102207481273467,10,3,3,stratified paired environment bootstrap of fixed-policy averages
